,응시기간,시험명,학년, 응시일자,전체,국어,영어,수학,과학,사회,역사
2295,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,220,79,47.0,41.0,,0.0,53.0
2296,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,305,72,61.0,32.0,,61.0,79.0
2297,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,431,100,100.0,41.0,,90.0,100.0
2298,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,123,72,51.0,0.0,,0.0,0.0
2299,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,150,47,47.0,56.0,0.0,0.0,
2300,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-29 00:00:00,169,54,40.0,37.0,,0.0,38.0
2301,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,211,61,58.0,9.0,53.0,30.0,
2302,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,198,54,29.0,46.0,,46.0,23.0
2303,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,387,86,75.0,94.0,,79.0,53.0
2304,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,252,63,63.0,63.0,,63.0,
2305,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,252,63,63.0,63.0,,63.0,
2306,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,334,72,65.0,51.0,,56.0,90.0
2307,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,149,61,18.0,32.0,,38.0,0.0
2308,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-30 00:00:00,210,29,79.0,57.0,,30.0,15.0
2309,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,193,65,47.0,51.0,,0.0,30.0
2310,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,374,65,79.0,77.0,,53.0,100.0
2311,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,354,72,100.0,50.0,,61.0,71.0
2312,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,87,22,65.0,0.0,,0.0,0.0
2313,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,100,47,29.0,9.0,,15.0,0.0
2314,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,252,63,63.0,63.0,,63.0,
2315,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,331,54,65.0,88.0,63.0,61.0,
2316,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,197,40,54.0,65.0,,15.0,23.0
2317,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,22,22,0.0,0.0,,0.0,0.0
2318,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,238,51,18.0,55.0,,61.0,53.0
2319,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,224,61,58.0,60.0,,30.0,15.0
2320,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-31 00:00:00,236,65,54.0,0.0,,61.0,56.0
2321,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,94,22,72.0,,,,
2322,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,65,65,,,,,
2323,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,243,86,47.0,28.0,,82.0,0.0
2324,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,314,61,79.0,57.0,,56.0,61.0
2325,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,252,63,63.0,63.0,,63.0,
2326,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-01 00:00:00,101,18,36.0,9.0,15.0,23.0,
2327,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-02 00:00:00,51,51,0.0,0.0,,0.0,0.0
2328,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-02 00:00:00,252,63,63.0,63.0,,63.0,
2329,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-02 00:00:00,252,63,63.0,63.0,,63.0,
2330,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-02 00:00:00,140,68,72.0,0.0,0.0,0.0,
2331,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-02 00:00:00,192,40,61.0,28.0,,63.0,0.0
2332,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-04 00:00:00,264,65,86.0,68.0,,15.0,30.0
2333,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-04 00:00:00,161,68,93.0,0.0,,0.0,0.0
2334,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-04 00:00:00,254,61,79.0,61.0,,38.0,15.0
2335,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-05 00:00:00,224,36,68.0,57.0,33.0,30.0,
2336,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-05 00:00:00,252,63,63.0,63.0,,63.0,
2337,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-05 00:00:00,306,79,51.0,41.0,,79.0,56.0
2338,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-06 00:00:00,252,63,63.0,63.0,,63.0,
2339,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-06 00:00:00,131,29,29.0,28.0,,30.0,15.0
2340,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-06 00:00:00,79,68,11.0,0.0,,0.0,0.0
2341,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-06 00:00:00,43,43,0.0,0.0,,0.0,0.0
2342,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,209,61,18.0,36.0,48.0,46.0,
2343,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,118,54,11.0,0.0,38.0,15.0,
2344,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,252,63,63.0,63.0,,63.0,
2345,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,252,63,63.0,63.0,,63.0,
2346,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,248,54,0.0,51.0,,61.0,82.0
2347,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-07 00:00:00,176,40,18.0,65.0,,30.0,23.0
2348,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-08 00:00:00,137,58,79.0,,,,
2349,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-08 00:00:00,158,58,100.0,0.0,,0.0,0.0
2350,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-09 00:00:00,291,61,65.0,66.0,53.0,46.0,
2351,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-09 00:00:00,51,51,0.0,0.0,,0.0,
2352,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,72,54,18.0,0.0,,0.0,0.0
2353,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,392,79,86.0,77.0,,79.0,71.0
2354,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,268,65,47.0,57.0,,61.0,38.0
2355,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,322,65,93.0,88.0,,53.0,23.0
2356,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,376,86,86.0,80.0,,71.0,53.0
2357,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-11 00:00:00,144,79,65.0,0.0,,0.0,0.0
2358,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,479,79,100.0,100.0,,100.0,100.0
2359,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,287,51,47.0,61.0,,38.0,90.0
2360,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,180,47,29.0,28.0,,53.0,23.0
2361,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,212,86,40.0,18.0,23.0,45.0,
2362,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,215,58,72.0,62.0,,0.0,23.0
2363,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-13 00:00:00,18,18,0.0,0.0,0.0,0.0,
2364,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-14 00:00:00,302,68,68.0,57.0,,46.0,63.0
2365,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-14 00:00:00,212,61,86.0,65.0,,0.0,0.0
2366,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-14 00:00:00,252,51,86.0,77.0,,38.0,
2367,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-14 00:00:00,247,86,72.0,74.0,,15.0,0.0
2368,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,230,65,86.0,46.0,,0.0,33.0
2369,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,110,11,29.0,9.0,,23.0,38.0
2370,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,237,72,58.0,46.0,,61.0,0.0
2371,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,126,33,93.0,0.0,0.0,0.0,
2372,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,361,79,93.0,57.0,,53.0,79.0
2373,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,40,40,0.0,0.0,0.0,0.0,
2374,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-15 00:00:00,239,68,47.0,23.0,,38.0,63.0
2375,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-16 00:00:00,252,63,63.0,63.0,,63.0,
2376,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-16 00:00:00,194,36,72.0,41.0,,30.0,15.0
2377,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-16 00:00:00,138,58,11.0,46.0,,0.0,23.0
2378,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-17 00:00:00,319,86,72.0,37.0,,53.0,71.0
2379,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-17 00:00:00,136,65,18.0,23.0,,30.0,0.0
2380,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-17 00:00:00,304,54,68.0,60.0,,61.0,61.0
2381,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-17 00:00:00,133,72,61.0,0.0,,0.0,0.0
2382,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-18 00:00:00,305,65,86.0,50.0,,33.0,71.0
2383,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-18 00:00:00,79,61,18.0,0.0,,0.0,0.0
2384,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,65,18,18.0,14.0,,15.0,0.0
2385,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,252,63,63.0,63.0,,63.0,
2386,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,252,63,63.0,63.0,,63.0,
2387,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,252,63,63.0,63.0,,63.0,
2388,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,72,72,0.0,0.0,,0.0,0.0
2389,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-19 00:00:00,188,40,11.0,23.0,,61.0,53.0
2390,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-20 00:00:00,284,65,93.0,27.0,,38.0,61.0
2391,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-20 00:00:00,252,63,63.0,63.0,,63.0,
2392,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-20 00:00:00,80,22,58.0,0.0,,0.0,0.0
2393,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,347,68,79.0,68.0,,71.0,61.0
2394,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,192,18,58.0,63.0,,38.0,15.0
2395,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,252,63,63.0,63.0,,63.0,
2396,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,216,54,43.0,43.0,53.0,23.0,
2397,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,322,79,86.0,82.0,,30.0,45.0
2398,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,239,79,47.0,23.0,,45.0,45.0
2399,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,119,72,47.0,0.0,,0.0,0.0
2400,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-21 00:00:00,105,40,65.0,0.0,,0.0,0.0
2401,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-22 00:00:00,122,22,47.0,0.0,38.0,15.0,
2402,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-22 00:00:00,252,63,63.0,63.0,,63.0,
2403,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-22 00:00:00,252,63,63.0,63.0,,63.0,
2404,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,68,68,,,,,
2405,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,120,61,29.0,0.0,,15.0,15.0
2406,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,29,29,0.0,0.0,,0.0,0.0
2407,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,252,63,63.0,63.0,,63.0,
2408,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,315,72,61.0,63.0,,56.0,63.0
2409,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,252,63,63.0,63.0,,63.0,
2410,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,349,79,79.0,100.0,,45.0,46.0
2411,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,304,65,93.0,63.0,,38.0,45.0
2412,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-24 00:00:00,94,22,72.0,0.0,,0.0,0.0
2413,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-25 00:00:00,176,68,47.0,0.0,61.0,0.0,
2414,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-25 00:00:00,110,58,29.0,0.0,,0.0,23.0
2415,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-25 00:00:00,247,65,54.0,52.0,,61.0,15.0
2416,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-25 00:00:00,191,36,86.0,46.0,,23.0,0.0
2417,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-25 00:00:00,47,47,0.0,0.0,0.0,0.0,
2418,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-26 00:00:00,68,68,0.0,0.0,,0.0,0.0
2419,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-26 00:00:00,252,63,63.0,63.0,,63.0,
2420,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-26 00:00:00,225,40,65.0,27.0,,63.0,30.0
2421,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-26 00:00:00,68,68,0.0,0.0,0.0,0.0,0.0
2422,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-26 00:00:00,107,54,29.0,9.0,,0.0,15.0
2423,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-27 00:00:00,252,63,63.0,63.0,,63.0,
2424,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-27 00:00:00,177,58,29.0,14.0,,61.0,15.0
2425,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-27 00:00:00,47,47,0.0,0.0,,0.0,0.0
2426,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-28 00:00:00,114,25,18.0,71.0,,,
2427,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-28 00:00:00,290,68,72.0,18.0,,79.0,53.0
2428,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-28 00:00:00,120,40,18.0,32.0,,15.0,15.0
2429,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-28 00:00:00,311,72,79.0,77.0,,53.0,30.0
2430,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,150,11,18.0,23.0,,53.0,45.0
2431,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,294,47,61.0,100.0,,56.0,30.0
2432,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,164,58,40.0,28.0,,23.0,15.0
2433,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,252,63,63.0,63.0,,63.0,
2434,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,252,63,63.0,63.0,,63.0,
2435,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-29 00:00:00,318,58,93.0,60.0,,38.0,69.0
2436,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,33,22,11.0,0.0,,0.0,0.0
2437,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,252,63,63.0,63.0,,63.0,
2438,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,252,63,63.0,63.0,,63.0,
2439,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,252,63,63.0,63.0,,63.0,
2440,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,143,0,47.0,28.0,,38.0,30.0
2441,2021. 12 ~2022. 12,AI진단평가,중2,2022-09-30 00:00:00,182,36,47.0,61.0,,15.0,23.0
2442,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-01 00:00:00,29,29,0.0,0.0,,0.0,
2443,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-01 00:00:00,68,68,0.0,0.0,,0.0,0.0
2444,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-01 00:00:00,329,68,100.0,41.0,,67.0,53.0
2445,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-01 00:00:00,359,86,54.0,77.0,,79.0,63.0
2446,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-02 00:00:00,158,72,86.0,0.0,,0.0,0.0
2447,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-02 00:00:00,152,58,18.0,23.0,,15.0,38.0
2448,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-02 00:00:00,483,93,100.0,100.0,,90.0,100.0
2449,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-02 00:00:00,220,58,72.0,57.0,,0.0,33.0
2450,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-03 00:00:00,238,11,40.0,63.0,53.0,71.0,
2451,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-03 00:00:00,375,86,65.0,88.0,90.0,46.0,
2452,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-03 00:00:00,274,61,68.0,46.0,,46.0,53.0
2453,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-04 00:00:00,252,63,63.0,63.0,,63.0,
2454,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-04 00:00:00,242,65,68.0,23.0,,48.0,38.0
2455,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-04 00:00:00,108,72,18.0,18.0,,0.0,0.0
2456,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-04 00:00:00,119,54,65.0,0.0,,0.0,0.0
2457,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-04 00:00:00,83,36,47.0,0.0,,0.0,0.0
2458,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-05 00:00:00,158,72,86.0,0.0,,0.0,0.0
2459,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-05 00:00:00,18,18,0.0,0.0,,0.0,0.0
2460,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-05 00:00:00,311,79,54.0,77.0,,71.0,30.0
2461,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-05 00:00:00,220,79,93.0,48.0,,0.0,0.0
2462,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-05 00:00:00,210,40,40.0,54.0,30.0,46.0,
2463,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-06 00:00:00,298,54,47.0,54.0,,61.0,82.0
2464,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-06 00:00:00,47,11,36.0,0.0,,0.0,0.0
2465,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-06 00:00:00,106,51,40.0,0.0,15.0,0.0,
2466,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-06 00:00:00,231,79,58.0,41.0,,0.0,53.0
2467,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-06 00:00:00,131,61,29.0,18.0,,23.0,0.0
2468,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-07 00:00:00,112,72,40.0,0.0,,0.0,0.0
2469,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-07 00:00:00,191,58,40.0,9.0,,15.0,69.0
2470,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-08 00:00:00,72,72,0.0,0.0,,0.0,0.0
2471,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-08 00:00:00,218,61,65.0,46.0,,46.0,0.0
2472,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-09 00:00:00,163,40,11.0,28.0,,23.0,61.0
2473,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-09 00:00:00,171,58,29.0,23.0,,38.0,23.0
2474,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-09 00:00:00,165,25,47.0,32.0,23.0,38.0,
2475,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-09 00:00:00,155,65,58.0,32.0,,0.0,0.0
2476,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-09 00:00:00,311,86,47.0,77.0,,53.0,48.0
2477,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-10 00:00:00,79,79,0.0,0.0,,0.0,0.0
2478,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-10 00:00:00,158,65,93.0,0.0,,0.0,0.0
2479,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-11 00:00:00,252,63,63.0,63.0,,63.0,
2480,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-11 00:00:00,252,63,63.0,63.0,,63.0,
2481,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-11 00:00:00,56,18,0.0,23.0,,0.0,15.0
2482,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-11 00:00:00,252,63,63.0,63.0,,63.0,
2483,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-12 00:00:00,164,29,47.0,9.0,,56.0,23.0
2484,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-12 00:00:00,252,63,63.0,63.0,,63.0,
2485,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-12 00:00:00,252,63,63.0,63.0,,63.0,
2486,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,119,18,18.0,37.0,,23.0,23.0
2487,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,252,63,63.0,63.0,,63.0,
2488,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,148,22,18.0,32.0,,38.0,38.0
2489,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,252,63,63.0,63.0,,63.0,
2490,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,201,54,29.0,70.0,,48.0,0.0
2491,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-13 00:00:00,212,61,54.0,52.0,30.0,15.0,
2492,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-14 00:00:00,58,58,0.0,0.0,0.0,0.0,
2493,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-14 00:00:00,51,18,33.0,0.0,,0.0,0.0
2494,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-16 00:00:00,303,72,72.0,68.0,,53.0,38.0
2495,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-16 00:00:00,279,79,72.0,37.0,,38.0,53.0
2496,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-16 00:00:00,100,18,29.0,0.0,,53.0,0.0
2497,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-17 00:00:00,252,63,63.0,63.0,,63.0,
2498,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-17 00:00:00,310,36,100.0,83.0,,53.0,38.0
2499,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-17 00:00:00,97,36,61.0,0.0,,0.0,0.0
2500,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-18 00:00:00,252,63,63.0,63.0,,63.0,
2501,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-18 00:00:00,216,47,65.0,51.0,30.0,23.0,
2502,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-18 00:00:00,54,54,0.0,0.0,0.0,0.0,
2503,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-18 00:00:00,190,29,40.0,68.0,,23.0,30.0
2504,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-18 00:00:00,65,65,0.0,0.0,,0.0,0.0
2505,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-19 00:00:00,245,72,40.0,9.0,,71.0,53.0
2506,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-19 00:00:00,22,22,0.0,0.0,0.0,0.0,
2507,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-19 00:00:00,139,54,18.0,52.0,,15.0,0.0
2508,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-19 00:00:00,196,47,18.0,55.0,,46.0,30.0
2509,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-19 00:00:00,294,79,79.0,9.0,71.0,56.0,
2510,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-20 00:00:00,252,63,63.0,63.0,,63.0,
2511,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-20 00:00:00,155,33,0.0,46.0,38.0,38.0,
2512,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-20 00:00:00,266,79,65.0,28.0,,23.0,71.0
2513,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-21 00:00:00,252,63,63.0,63.0,,63.0,
2514,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-21 00:00:00,191,68,86.0,37.0,,0.0,0.0
2515,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-21 00:00:00,240,65,47.0,23.0,,38.0,67.0
2516,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-22 00:00:00,225,72,68.0,32.0,,30.0,23.0
2517,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-22 00:00:00,220,58,29.0,9.0,,53.0,71.0
2518,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-22 00:00:00,97,11,18.0,23.0,45.0,0.0,
2519,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-23 00:00:00,316,65,79.0,60.0,,45.0,67.0
2520,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,318,72,93.0,52.0,,53.0,48.0
2521,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,240,79,33.0,52.0,,61.0,15.0
2522,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,255,68,47.0,46.0,,38.0,56.0
2523,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,178,33,54.0,46.0,,45.0,0.0
2524,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,29,29,0.0,0.0,,0.0,0.0
2525,2021. 12 ~2022. 12,AI진단평가,중2,2022-10-24 00:00:00,144,72,36.0,36.0,,0.0,0.0
